DAPI_Intensity,pyrP_Intenisty,ssaA_Intenisty,pbuX_Intenisty
55983.00,14076.00,7936.00,6056.00
61849.00,13906.00,5872.00,11127.00
66238.00,14232.00,5486.00,8951.00
46975.00,13205.00,10410.00,6167.00
49789.00,13602.00,6204.00,9560.00
51322.00,13568.00,5861.00,11127.00
46405.00,12739.00,5850.00,7031.00
53696.00,13771.00,6490.00,11133.00
50630.00,13402.00,5125.00,7592.00
63985.00,13639.00,6465.00,12173.00
50672.00,13024.00,5994.00,8815.00
59019.00,13494.00,6333.00,10010.00
59163.00,13640.00,5684.00,11451.00
55765.00,14388.00,5201.00,8993.00
50297.00,14066.00,5308.00,9357.00
68471.00,13772.00,6339.00,12313.00
50235.00,13740.00,7154.00,7924.00
58414.00,13547.00,6319.00,10174.00
86374.00,14610.00,6026.00,13658.00
57883.00,13331.00,7094.00,10156.00
60352.00,14537.00,6308.00,11370.00
64020.00,13863.00,5441.00,10369.00
66095.00,13760.00,5906.00,12609.00
54988.00,13369.00,5678.00,10002.00
62399.00,13920.00,6237.00,9096.00
54046.00,13612.00,7788.00,7259.00
73639.00,14171.00,6887.00,10178.00
58042.00,13324.00,5904.00,9077.00
52374.00,13384.00,6225.00,8140.00
48154.00,12929.00,5796.00,7219.00
63641.00,13702.00,5859.00,10977.00
57072.00,13992.00,5718.00,7585.00
59083.00,16196.00,5423.00,8759.00
46467.00,13059.00,5404.00,8726.00
58369.00,17092.00,6671.00,6952.00
59203.00,13614.00,5340.00,8438.00
58954.00,14296.00,6146.00,14222.00
47341.00,16251.00,5607.00,5804.00
89304.00,14511.00,7033.00,13712.00
66085.00,25239.00,9004.00,6862.00
46703.00,13227.00,6300.00,9061.00
51545.00,13381.00,5432.00,7270.00
57819.00,18706.00,5635.00,8331.00
72002.00,14290.00,8149.00,9526.00
61571.00,14178.00,5656.00,10714.00
95700.00,15337.00,7265.00,10451.00
54678.00,13828.00,5689.00,10639.00
69273.00,13779.00,7399.00,10660.00
72491.00,14212.00,5604.00,8929.00
48161.00,13646.00,5477.00,8585.00
57194.00,13256.00,5603.00,13612.00
58629.00,13712.00,5567.00,8117.00
59793.00,13786.00,5943.00,9722.00
57570.00,13457.00,5760.00,8210.00
73278.00,13636.00,5710.00,9990.00
52732.00,13726.00,5413.00,11624.00
52327.00,13900.00,5378.00,11101.00
48537.00,14890.00,6803.00,8331.00
42145.00,15051.00,5136.00,5841.00
69406.00,13779.00,5763.00,12066.00
57140.00,14019.00,6559.00,11101.00
57847.00,13443.00,6043.00,11566.00
58190.00,13676.00,5253.00,9822.00
73870.00,14365.00,6400.00,13072.00
57646.00,14131.00,7874.00,9210.00
53865.00,13577.00,5308.00,9703.00
69857.00,13797.00,5637.00,11193.00
58746.00,15078.00,6031.00,11729.00
62172.00,14119.00,7279.00,9241.00
60340.00,13857.00,5359.00,10067.00
57860.00,13660.00,6416.00,7107.00
53184.00,12881.00,5217.00,7972.00
59173.00,13547.00,5253.00,8833.00
71462.00,14186.00,5960.00,11702.00
43591.00,12994.00,5888.00,6647.00
57849.00,15356.00,5653.00,9840.00
56652.00,14760.00,5568.00,11956.00
52405.00,13262.00,5229.00,10531.00
47739.00,13021.00,5690.00,8434.00
53739.00,13989.00,7926.00,14676.00
55393.00,14052.00,5602.00,12189.00
51866.00,13377.00,6397.00,7282.00
64635.00,13726.00,5672.00,14915.00
59233.00,13539.00,5355.00,8481.00
48230.00,13339.00,5389.00,9698.00
78456.00,14116.00,6589.00,14299.00
67583.00,13628.00,6094.00,8754.00
52272.00,14711.00,5582.00,11749.00
72568.00,14129.00,8984.00,8986.00
57187.00,13971.00,7542.00,10412.00
59556.00,13789.00,5923.00,11862.00
89024.00,15258.00,14806.00,19640.00
47535.00,13296.00,9670.00,9164.00
54030.00,13237.00,5834.00,8392.00
59730.00,14021.00,5799.00,8603.00
64693.00,13673.00,5879.00,11134.00
54907.00,13602.00,5326.00,8106.00
51173.00,13174.00,5446.00,9984.00
56363.00,13417.00,5372.00,7185.00
54357.00,13562.00,5494.00,7355.00
66830.00,13726.00,5426.00,11708.00
74962.00,14486.00,6017.00,9655.00
62880.00,13923.00,8584.00,8900.00
46648.00,13832.00,6112.00,8572.00
49546.00,13530.00,7193.00,7602.00
51276.00,13771.00,5316.00,9195.00
50528.00,13045.00,5587.00,7312.00
48237.00,12980.00,6064.00,7557.00
52194.00,13497.00,8200.00,8634.00
71141.00,14001.00,6916.00,14301.00
61915.00,13889.00,6759.00,9031.00
55513.00,13482.00,6725.00,7306.00
57807.00,13843.00,6529.00,10383.00
89245.00,14584.00,6363.00,10606.00
60163.00,14174.00,6093.00,9446.00
81363.00,13936.00,7149.00,7281.00
64529.00,14756.00,6619.00,8867.00
60203.00,13820.00,9465.00,8113.00
68910.00,14458.00,6159.00,14121.00
71099.00,14264.00,7944.00,13200.00
45933.00,13276.00,5355.00,6583.00
45778.00,13554.00,6721.00,8990.00
53313.00,13856.00,5253.00,9416.00
50756.00,13377.00,6989.00,9065.00
46255.00,13167.00,10686.00,6029.00
62092.00,13209.00,5382.00,9652.00
53589.00,13995.00,5889.00,7996.00
48734.00,13362.00,5502.00,8108.00
89145.50,15546.00,7035.00,14392.00
83098.00,14076.00,6212.00,10984.00
68685.00,13997.00,7211.00,5945.00
75686.00,15286.00,5232.00,9006.00
53225.00,14134.00,5655.00,8639.00
58270.00,14259.00,5305.00,12094.00
57175.00,13981.00,6024.00,14290.00
43920.00,13076.00,5297.00,8799.00
48761.00,12798.00,5529.00,7471.00
49517.00,13378.00,5245.00,9746.00
78594.00,13567.00,5345.00,10707.00
128755.00,20461.00,7969.00,7394.00
47020.00,12996.00,6166.00,8041.00
52497.50,13264.00,6510.00,6433.00
58947.00,13587.00,6926.00,10742.00
71504.00,13775.00,8554.00,8686.00
78020.00,15017.00,6404.00,11233.00
107322.00,17161.00,7538.00,10302.00
48954.00,13293.00,5761.00,8269.00
58285.00,13629.00,6221.00,11876.00
54726.00,13655.00,5225.00,10879.00
45838.00,13255.00,7175.00,9634.00
49312.00,13657.00,5593.00,10125.00
49906.00,13009.00,5746.00,8226.00
59730.00,13897.00,6270.00,12885.00
48647.00,13074.00,7494.00,10937.00
79792.00,14735.00,6757.00,13863.00
71884.00,13962.00,6338.00,10699.00
60719.00,13463.00,5776.00,10263.00
54586.00,13409.00,7067.00,10750.00
73764.00,14215.00,6138.00,11477.00
46950.00,13437.00,5650.00,9344.00
48967.00,13367.00,11363.00,10233.00
45481.00,13254.00,8511.00,8948.00
52818.00,13063.00,7540.00,6264.00
67664.00,15293.00,5713.00,9981.00
58858.00,13247.00,5863.00,8239.00
69568.00,14865.00,5723.00,12661.00
59893.00,13721.00,5847.00,13902.00
53263.00,13263.00,5801.00,8623.00
51925.00,13318.00,5373.00,7432.00
58934.00,14047.00,5724.00,9851.00
61764.00,14050.00,6535.00,9415.00
46462.00,13167.00,5596.00,9199.00
51054.00,12979.00,8470.00,10100.00
61910.00,13910.00,6404.00,12203.00
42783.00,13235.00,7127.00,7320.00
56456.00,13842.00,5926.00,8074.00
73925.00,14461.00,7827.00,11200.00
58445.00,13818.00,5268.00,8285.00
51255.00,13231.00,6060.00,10152.00
54780.00,13854.00,5389.00,13197.00
48575.00,13310.00,6382.00,10196.00
62646.00,15094.00,8181.00,9557.00
56612.00,13618.00,4969.00,9448.00
55340.00,13449.00,5796.00,10266.00
47519.00,13723.00,7147.00,10669.00
46877.00,13352.00,5605.00,8465.00
53421.00,13399.00,5099.00,6868.00
74726.00,13829.00,5618.00,12319.00
56070.00,13351.00,5835.00,8712.00
58353.00,13745.00,5554.00,9702.00
48784.00,13787.00,5190.00,7304.00
48005.00,13539.00,6024.00,9412.00
61583.00,14144.00,5596.00,10081.00
47951.00,13550.00,5243.00,7971.00
45001.00,12902.00,5086.00,5999.00
56572.00,13552.00,5193.00,9562.00
49614.00,13494.00,5439.00,10103.00
50572.00,13511.00,6151.00,10505.00
57693.00,13818.00,5475.00,11693.00
55943.00,12932.00,5928.00,11528.00
47093.00,12902.00,5293.00,8788.00
59012.00,14108.00,5663.00,9634.00
44745.00,13676.00,5164.00,8027.00
64795.00,13887.00,6762.00,13439.00
59100.00,13994.00,6600.00,11625.00
45241.00,13097.00,6727.00,9824.00
59304.00,14215.00,6687.00,11790.00
46585.00,14169.00,5534.00,10087.00
62239.00,13720.00,6378.00,13134.00
54331.00,13863.00,6375.00,12113.50
78259.00,16090.00,7120.00,14767.00
56885.00,13156.00,5146.00,8305.00
44867.00,15265.00,5927.00,8745.00
59775.00,13741.00,5765.00,11122.00
50957.00,13607.00,5649.00,7076.00
53753.00,13448.00,5350.00,10319.00
67006.00,14546.00,6791.00,7682.00
75027.00,14753.00,8333.00,10236.00
90852.00,15320.00,8348.00,14862.00
53093.00,14207.00,9552.00,9603.00
47389.00,14982.00,5023.00,6110.00
74090.00,13690.00,5666.00,10844.00
59600.00,13358.00,5625.00,8190.00
52072.00,12910.00,6136.00,7016.00
44280.00,14005.00,5253.00,8800.00
54336.00,13823.00,7373.00,10058.00
51073.00,13782.00,5732.00,6344.00
43250.00,13578.00,6608.00,8982.00
60171.00,13610.00,5392.00,8757.00
45475.00,13397.00,5515.00,6514.00
45671.00,13228.00,5897.00,11379.00
67172.00,14151.00,5574.00,7750.00
53381.00,13657.00,8055.00,9547.00
50279.00,13134.00,5152.00,7129.00
49851.00,13382.00,7023.00,9755.00
52104.00,13970.00,5587.00,6338.00
44640.00,13487.00,6437.00,9299.00
64137.00,15734.00,6560.00,10646.00
59990.00,13267.00,5491.00,8069.00
62269.00,13899.00,9275.00,13612.00
56135.00,14294.00,8310.00,7701.00
63548.00,14365.00,5972.00,13853.00
45687.00,12908.00,5181.00,10129.00
58973.00,13827.00,5764.00,13756.00
47337.00,13317.00,5875.00,6799.00
46740.00,12872.00,5230.00,9412.00
47713.00,13030.00,5388.00,10829.00
72966.00,14423.00,6995.00,10622.00
44585.00,13912.00,12328.00,5923.00
57381.00,14114.00,5749.00,11611.00
100022.00,14683.00,6683.00,12137.00
60975.00,14092.00,5339.00,12099.00
55768.00,14438.00,5485.00,7979.00
49368.00,12615.00,5282.00,7897.00
66444.00,13881.00,5680.00,14496.00
54360.00,13642.00,7601.00,7913.00
63838.00,14015.00,9895.00,10558.00
45692.00,13289.00,5371.00,8935.00
71079.00,13967.00,6286.00,12616.00
73186.00,14782.00,5328.00,10939.00
83760.00,14981.00,5923.00,14352.00
60742.00,14113.00,5825.00,10882.00
49745.00,13251.00,5189.00,9050.00
48807.00,14714.00,8484.00,10419.00
73140.00,14681.00,6024.00,9549.00
52499.00,15010.00,5476.00,7406.00
55424.00,13455.00,5619.00,11567.00
47799.00,13251.00,5350.00,10087.00
66510.00,14554.00,5739.00,9533.00
82516.00,14780.00,6498.00,8587.00
54648.00,14462.00,5667.00,9510.00
44877.00,13499.00,8607.00,5787.00
74034.00,13915.00,7190.00,9157.00
51479.00,13165.00,5764.00,8020.00
63511.00,13846.00,6661.00,10838.00
88959.00,15311.00,5810.00,7457.00
66752.00,13673.00,6097.00,8322.00
54750.00,13605.00,5333.00,9245.00
52532.00,13642.00,5394.00,7285.00
89595.00,20456.00,7248.00,13505.00
66943.00,14143.00,5902.00,9581.00
59272.00,14141.00,7210.00,11258.00
60293.00,13308.00,5956.00,12399.00
76588.00,19599.00,6861.00,9101.00
61421.00,13706.00,5462.00,10289.00
45932.00,13039.00,5352.00,8473.00
94648.00,14787.00,6533.00,10297.00
57191.00,13611.00,5771.00,8245.00
56388.00,13577.00,5663.00,11997.00
56699.00,13940.00,6668.00,11594.00
50094.00,13367.00,5428.00,11253.00
56849.00,15047.00,5198.00,8985.00
48753.00,14730.00,7072.00,7962.00
64700.00,13777.00,5689.00,8866.00
61629.00,13722.00,5777.00,9381.00
77217.00,15242.00,5667.00,13676.00
50167.00,13324.00,7056.00,7563.00
64575.00,13729.00,5814.00,7759.00
65826.00,13712.00,5926.00,10581.00
48292.00,13392.00,5622.00,8986.00
83142.00,14661.00,8136.00,13084.00
57735.00,13997.00,5971.00,10267.00
57129.00,13310.00,5905.00,10230.00
50570.00,13845.00,6197.00,8598.00
49483.00,13114.00,5374.00,8681.00
63171.00,13988.00,7019.00,10305.00
83852.00,14098.00,6500.00,10884.00
61045.00,13932.00,7265.00,10338.00
64000.00,13729.00,5662.00,13128.00
62483.00,13529.00,5659.00,10751.00
40776.00,13201.00,6280.00,10728.00
54122.00,13843.00,5602.00,11469.00
45513.00,12873.00,6413.00,5842.00
47928.00,13291.00,7335.00,6987.00
54296.50,13696.00,5961.00,11241.00
51522.00,13201.00,5811.00,8515.00
68984.00,14252.00,7085.00,10992.00
54676.00,13514.00,6058.00,10035.00
54791.00,13615.00,5547.00,12587.00
48928.00,12777.00,5002.00,7320.00
46766.00,13917.00,5804.00,11587.00
53875.00,13573.00,6941.00,10263.00
63307.00,19445.00,5401.00,8909.00
48889.00,13511.00,5430.00,8000.00
63224.00,14420.00,5763.00,12441.00
45392.00,13494.00,7393.00,8203.00
82296.00,15161.00,7497.00,11419.00
51316.00,13766.00,6824.00,8581.00
70108.00,15686.00,5663.00,16080.00
50232.00,12707.00,5054.00,7870.00
60799.00,13667.00,8357.00,10592.00
47312.00,14113.00,6787.00,9909.00
47757.00,13044.00,5139.00,7762.00
43541.00,13417.00,7707.00,9218.00
48347.00,13175.00,5223.00,8901.00
124113.00,15888.00,6631.00,13596.00
61420.00,13641.00,6374.00,9230.00
65449.00,13911.00,5779.00,11932.00
80651.00,14625.00,6737.00,10634.00
58972.00,13941.00,5372.00,12421.00
42175.00,15828.00,5123.00,5882.00
48862.00,13128.00,5300.00,7505.00
82585.00,16043.00,6706.00,11276.00
88612.00,19197.00,7472.00,9913.00
43331.00,13473.00,5275.00,9633.00
53294.00,13937.00,5519.00,9198.00
52832.00,13429.00,6155.00,11477.00
50447.00,13085.00,5449.00,9059.00
53926.00,13603.00,5345.00,7971.00
44541.00,13963.00,5555.00,9983.00
49019.00,13471.00,6537.00,9636.00
46187.00,13088.00,5902.00,8219.00
57173.00,14525.00,5481.00,6002.00
63980.00,13756.00,5595.00,10757.00
45416.00,13255.00,6151.00,7969.00
58320.00,14173.00,5378.00,8218.00
48689.00,13409.00,5563.00,9842.00
47610.00,13376.00,5341.00,7346.00
48874.00,13368.00,5746.00,10915.00
56111.00,14328.00,5788.00,8753.00
47545.00,13423.00,5555.00,8574.00
70244.00,14855.00,6113.00,11586.00
53070.00,13913.00,5480.00,9521.00
53755.00,13634.00,7623.00,9241.00
75561.00,16693.00,6950.00,10136.00
58909.00,13963.00,5467.00,11799.00
60936.00,14013.00,5574.00,10092.00
67763.00,14021.00,5453.00,15390.00
58533.00,14541.00,6194.00,9813.00
57693.00,13844.00,6595.00,9119.00
46437.00,13066.00,5624.00,8078.00
46637.00,13652.00,6936.00,8592.00
58950.00,13988.00,6669.00,10922.00
98998.00,13887.00,5768.00,11527.00
88896.00,21754.00,6201.00,11706.00
50046.00,13291.00,5764.00,8320.00
77057.00,13515.00,5295.00,14394.00
61353.00,13508.00,6769.00,9448.00
48116.00,13212.00,5111.00,7140.00
47401.00,13199.00,5238.00,6706.00
44033.00,13445.00,5226.00,9240.00
55451.00,13303.00,5571.00,6722.00
56748.00,14105.00,5995.00,9220.00
70607.00,14009.00,6255.00,10446.00
56951.00,14326.00,6029.00,9743.00
95248.00,14837.00,6558.00,10509.00
54659.00,13267.00,5835.00,9067.00
63347.00,13864.00,5621.00,10278.00
52348.00,13964.00,5447.00,10735.00
66792.00,13866.00,8590.00,8516.00
69682.00,14649.00,5921.00,9295.00
50773.00,13887.00,5845.00,8305.00
54176.00,13866.00,8239.00,10243.00
80013.00,15373.00,7025.00,14057.00
62830.00,14441.00,5480.00,11324.00
54937.00,13483.00,5882.00,10905.00
66739.00,13595.00,5545.00,11004.00
63476.00,14495.00,6105.00,14022.00
50143.00,14702.00,6226.00,6014.00
58517.00,13219.00,5665.00,11526.00
55123.00,13744.00,7063.00,8994.00
59209.00,13572.00,5562.00,7763.00
67445.00,13669.00,6201.00,9867.00
46303.00,12974.00,6712.00,8446.00
49434.00,13886.00,9104.00,8399.00
54300.00,13786.00,6524.00,9861.00
49180.00,13291.00,6531.00,9505.00
87425.00,15908.00,6508.00,9195.00
51325.00,13772.00,5531.00,12404.00
46395.00,13334.00,7393.00,6127.00
64767.00,13050.00,5443.00,9686.00
43619.00,13243.00,5113.00,8523.00
48013.00,12851.00,6245.00,7413.00
58331.00,13797.00,6101.00,11372.00
51729.00,15207.00,5834.00,10391.00
55523.00,13466.00,5589.00,6430.00
58132.00,13837.00,5612.00,10553.00
64320.00,14338.00,5983.00,11115.00
51685.00,13703.00,6908.00,10180.00
53226.00,13467.00,5326.00,12686.00
64771.00,15097.00,8228.00,12238.00
57488.00,13266.00,5250.00,11709.00
48079.00,13185.00,5596.00,9212.00
45185.00,13137.00,5273.00,6340.00
42459.00,13380.00,5113.00,7751.00
69139.00,13909.00,6304.00,10454.00
73848.00,13897.00,6508.00,10057.00
46588.00,13517.00,6348.00,11113.00
66024.00,13829.00,5392.00,9691.00
47917.00,13689.00,6156.00,11698.00
45854.00,14090.00,8521.00,8105.00
60464.00,13782.00,6789.00,8636.00
65749.00,19260.00,5691.00,9795.00
54679.00,13835.00,5499.00,7447.00
69796.00,14748.00,5540.00,12536.00
50917.00,14275.00,5589.00,8864.00
74981.00,14931.00,5742.00,11829.00
65283.00,14060.00,5318.00,8351.00
43983.00,13743.00,5366.00,7277.00
49375.00,13370.00,5912.00,8511.00
58558.00,13703.00,5484.00,10487.00
51212.00,14407.00,5566.00,7097.00
86431.00,14841.00,6309.00,15077.00
55698.00,13398.00,5705.00,8759.00
54955.00,13958.00,5207.00,8787.00
55646.00,13680.00,5369.00,7823.00
50599.00,13638.00,5218.00,8275.00
65030.00,13693.00,6121.00,14102.00
62783.00,13855.00,6185.00,11146.00
67241.00,13561.00,6365.00,12094.00
47661.00,14099.00,5330.00,7380.00
59230.00,14451.00,6036.00,10860.00
45749.00,13636.00,5927.00,8716.00
62175.00,13813.00,5262.00,8722.00
43435.00,13300.00,5147.00,11146.00
53376.00,13123.00,5765.00,10480.00
44901.00,13658.00,5304.00,6771.00
58023.00,13938.00,6528.00,10509.00
44773.00,13537.00,7096.00,6944.00
54446.00,13750.00,5897.00,8073.00
43459.00,13456.00,5255.00,7016.00
54259.00,13689.00,7487.00,12213.00
54133.00,13616.00,9155.00,12666.00
69880.00,13757.00,6659.00,9078.00
78550.00,14635.00,6038.00,10737.00
45867.00,13718.00,5056.00,7896.00
52084.00,13328.00,5234.00,8790.00
45440.00,13559.00,9398.00,8636.00
47045.00,13080.00,5547.00,9650.00
58459.00,13769.00,5770.00,10813.00
55408.00,15123.00,5804.00,9183.00
54854.00,13308.00,5410.00,7966.00
60377.00,14377.00,5650.00,7454.00
60990.00,13756.00,6266.00,11638.00
53395.00,13777.00,6355.00,11764.00
59127.00,13289.00,7821.00,10269.00
44867.00,15526.00,5039.00,5784.00
61699.00,14014.00,6172.00,11591.00
45141.00,13291.00,5293.00,10452.00
94590.00,15427.00,8273.00,10735.00
60330.00,13680.00,6079.00,10887.00
49295.00,12947.00,5175.00,7958.00
57958.00,14338.00,5346.00,10165.00
68879.00,14035.00,5531.00,10502.00
41192.00,13606.00,8379.00,5897.00
38642.00,13883.00,5097.00,5911.00
54889.00,13380.00,5687.00,9708.00
58526.00,13636.00,5834.00,9064.00
60543.00,14152.00,5460.00,10042.00
57204.00,14032.00,5425.00,7718.00
66300.00,13834.00,5528.00,9030.00
46601.00,13335.00,5986.00,7812.00
49345.00,13418.00,6045.00,8787.00
51624.00,13317.00,5394.00,7129.00
48672.00,14066.00,9409.00,9826.00
60437.00,14199.00,6168.00,8420.00
45770.00,13822.00,5738.00,9766.00
51419.00,13624.00,6183.00,10189.00
56472.00,13561.00,5394.00,9972.00
92787.00,15957.00,7271.00,15820.00
48778.00,13262.00,5160.00,8221.00
44286.00,12974.00,5207.00,8930.00
93319.00,15085.00,5819.00,9968.00
52269.00,13914.00,5163.00,9847.00
54005.00,13150.00,5257.00,9796.00
47116.00,13856.00,5679.00,9020.00
66768.00,14500.00,5852.00,8896.00
41978.00,13142.00,5573.00,7293.00
76634.00,14529.00,5769.00,11380.00
65590.00,13645.00,6142.00,9715.00
58225.00,14207.00,5196.00,11885.00
70061.00,14232.00,7019.00,13053.00
55494.00,14255.00,5274.00,5990.00
44581.00,13023.00,11915.00,6011.00
57622.00,13228.00,5325.00,13155.00
54525.00,13437.00,5291.00,7750.00
74044.00,14550.00,5918.00,12968.00
73583.00,14674.00,8104.00,13706.00
45986.00,13918.00,6085.00,10899.00
54872.00,13680.00,5474.00,9052.00
47416.00,13138.00,5395.00,8483.00
68138.00,13458.00,5481.00,11005.00
57503.00,14545.00,5630.00,10659.00
66436.00,14219.00,5733.00,9597.00
43916.00,13235.00,5577.00,8944.00
74072.00,15228.00,6405.00,12534.00
48427.00,13257.00,6114.00,6156.00
66950.00,14059.00,5909.00,8356.00
49596.50,12983.00,5495.00,6088.00
45152.00,13217.00,5533.00,8520.00
61183.00,14370.00,5481.00,10155.00
69765.00,14198.00,6511.00,13818.00
62262.00,13436.00,5673.00,10140.00
53408.00,13807.00,6035.00,9377.00
73849.00,13797.00,6746.00,13033.00
57795.00,13579.00,5416.00,7882.00
74754.00,13868.00,5703.00,14460.00
55186.00,13174.00,5298.00,6496.00
61212.00,13699.00,5571.00,8705.00
55872.00,13635.00,5628.00,10550.00
71952.00,13869.00,7826.00,8882.00
80024.00,14284.00,5883.00,12102.00
65148.00,30789.00,11743.00,10868.00
89178.00,14409.00,9190.00,10706.00
46000.00,12877.00,5646.00,9685.00
63163.00,13459.00,6036.00,11355.00
41953.00,13264.00,5354.00,6491.00
50248.00,13240.00,5702.00,9292.00
49545.00,14387.00,5234.00,7103.00
69285.00,13965.00,5833.00,7265.00
61816.00,13890.00,5925.00,7823.00
49911.00,13229.00,5256.00,8026.00
41566.00,13382.00,6433.00,8236.00
69264.00,14340.00,5562.00,14390.00
43247.00,13256.00,6490.00,7301.00
52144.00,13221.00,5484.00,8035.00
49888.00,13657.00,5864.00,9149.00
44455.00,13523.00,5518.00,11443.00
52457.00,13793.00,5095.00,8847.00
62522.00,13437.00,6365.00,9596.00
55117.00,13825.00,5421.00,10313.00
48957.00,13077.00,6349.00,10323.00
51194.00,13892.50,5665.00,10938.00
54901.00,13640.00,5441.00,9335.00
73893.00,14174.00,5814.00,12410.00
54355.00,13837.00,6365.00,11168.00
53130.00,13519.00,5206.00,10415.00
75717.00,14735.00,7001.00,11782.00
80512.00,13899.00,6803.00,13209.00
49855.00,13569.00,5478.00,11119.00
66732.00,14600.00,5841.00,10997.00
70676.00,14450.00,5982.00,10626.00
58005.00,14849.00,5571.00,9383.00
52881.00,13884.00,5781.00,11317.00
56274.00,13731.00,5340.00,8638.00
58718.00,14022.00,5746.00,12169.00
45090.00,13260.00,5970.00,8701.00
51762.00,13406.00,5273.00,8821.00
58404.00,13407.00,5451.00,9309.00
48868.00,13290.00,5542.00,10372.00
61171.00,14261.00,6995.00,12580.00
46343.00,13472.00,6508.00,8679.00
64883.00,18531.00,5799.00,10285.00
38234.00,15286.00,4999.00,5761.00
44345.00,13381.00,6188.00,8990.00
54214.00,13338.00,5652.00,8618.00
39071.00,13123.00,5442.00,7562.00
70587.00,14016.00,5773.00,7725.00
52412.00,13516.00,5361.00,9928.00
61294.00,13795.00,5361.00,13054.00
52892.00,14089.00,5737.00,7858.00
52197.00,13649.00,5485.00,7067.00
46849.00,13397.00,5505.00,7345.00
51333.00,13192.00,5269.00,6501.00
68651.00,14319.00,6770.00,10858.00
48171.00,12929.00,5272.00,7838.00
51531.00,14157.00,5198.00,8936.00
52199.00,13758.00,7604.00,11566.00
65453.00,14110.00,6176.00,11416.00
49101.00,12996.50,5098.00,8988.00
89848.00,14490.00,5871.00,14477.00
48014.00,13173.00,5477.00,10065.00
45477.00,12830.00,5277.00,7677.00
49340.00,13237.00,5720.00,9724.00
70691.00,14043.00,5973.00,12929.00
56358.00,14092.00,5328.00,8211.00
63530.00,13989.00,6243.00,11158.00
83606.00,14361.00,6543.00,11710.00
40913.00,13216.00,12473.00,6129.00
45809.00,12923.00,5611.00,10598.00
59270.00,13771.00,5928.00,8483.00
60176.00,13746.00,6353.00,8257.00
51702.00,13693.00,5207.00,10547.00
52564.00,13572.00,6582.00,12180.00
78176.00,14643.00,6291.00,13631.00
54338.00,13677.00,5524.00,8538.00
44771.00,13517.00,5600.00,6940.00
55487.00,13770.00,8388.00,9711.00
50607.00,13308.00,5590.00,6512.00
49281.00,12978.00,7218.00,12368.00
58919.00,14025.00,5747.00,13591.00
49442.00,12866.00,5296.00,7564.00
44225.00,13710.00,5220.00,6038.00
55313.00,13508.00,6222.00,8564.00
59010.00,13566.00,5578.00,7736.00
78674.00,14401.00,5434.00,12296.00
52970.00,13424.00,5371.00,9630.00
46736.00,12902.00,7564.00,8793.00
51183.00,13679.00,5301.00,8549.00
50363.00,13452.00,5687.00,9558.00
45975.00,14139.00,5397.00,9238.00
51149.00,13819.00,6152.00,8815.00
43447.00,13232.00,5091.00,7126.00
57820.00,13947.00,5700.00,9028.00
66798.00,14173.00,7216.00,10950.00
43635.50,13068.00,5459.00,11841.00
76699.00,14652.00,6346.00,9553.00
83218.00,14412.00,6467.00,13135.00
48456.00,13292.00,5203.00,7984.00
66176.00,14320.00,6440.00,10457.00
44395.00,13148.00,5705.00,7225.00
57241.00,13808.00,5653.00,12306.00
58870.00,13542.00,7697.00,10326.00
61265.00,14849.00,5862.00,10563.00
48854.00,13156.00,5128.00,6474.00
50727.00,13430.00,5672.00,7510.00
71921.00,14925.00,8652.00,12027.00
44979.00,13041.00,5185.00,9382.00
64276.00,13960.00,5679.00,10107.00
60166.00,14589.00,5243.00,9287.00
61162.00,22122.00,5552.00,8882.00
77772.00,14630.00,5692.00,8783.00
46576.00,13744.00,5215.00,8938.00
54285.00,13671.00,5338.00,9516.00
52395.00,13396.00,6657.00,7501.00
51183.00,13283.00,5471.00,9975.00
40616.00,12789.00,5293.00,6619.00
52085.00,13589.00,5406.00,11684.00
71208.00,14212.00,7930.00,11996.00
38427.00,14938.00,5155.00,5939.00
85193.00,15416.00,6412.00,11886.00
92523.00,15627.00,6235.00,9401.00
53963.00,13532.00,5271.00,10241.00
44859.00,13136.00,5481.00,7435.00
49963.00,13584.00,5210.00,7029.00
58796.00,14917.00,5649.00,7894.00
81278.00,14747.00,6575.00,10292.00
45540.00,13276.00,6504.00,9361.00
48174.00,13439.00,5317.00,8292.00
54603.00,13392.00,5272.00,10393.00
59926.00,13649.00,6312.00,12923.00
39711.00,13275.00,5494.00,9184.00
52055.00,14012.00,5541.00,8737.00
53423.00,14363.00,5189.00,7365.00
51634.00,13035.00,5785.00,8288.00
59227.00,14082.00,6074.00,10466.00
57091.00,13980.00,6275.00,10056.00
44106.00,13155.00,7156.00,7754.00
62159.00,14699.00,6419.00,12964.00
46343.00,13254.00,5363.00,9895.00
52271.00,13454.00,6497.00,8563.00
63262.00,13867.00,5969.00,12010.00
66926.00,14249.00,5385.00,8103.00
41254.00,13030.00,6391.00,8284.00
51742.00,13657.00,5270.00,9515.00
50134.00,13241.00,6690.00,8132.00
47691.00,13526.50,7951.00,9094.00
41037.00,13259.00,6056.00,8461.00
51636.00,14609.00,5296.00,5861.00
71827.00,13877.00,6495.00,11740.00
68452.00,17128.00,6062.00,8857.00
40216.00,12965.00,6416.00,9527.00
50801.00,13522.00,5412.00,9130.00
50082.00,13578.00,6197.00,8859.00
52762.00,13523.00,5583.00,7480.00
43276.00,12811.00,6504.00,11345.00
44246.00,12837.00,5228.00,8741.00
